ID;FEMALE;MALE;ETHBLACK;ETHHISP;ETHWHITE;AGE;S;EDUCPROF;EDUCPHD;EDUCMAST;EDUCBA;EDUCAA;EDUCHSD;EDUCDO;SINGLE;MARRIED;DIVORCED;FAITHN;FAITHP;FAITHC;FAITHJ;FAITHO;ASVAB01;ASVAB02;ASVAB03;ASVAB04;ASVAB05;ASVAB06;ASVABC;HEIGHT;WEIGHT85;WEIGHT02;SM;SF;SIBLINGS;LIBRARY;POV78;EXP;EARNINGS;HOURS;TENURE;COLLBARG;CATGOV;CATPRI;CATSE;URBAN;REGNE;REGNC;REGW;REGS
3640;0;1;0;0;1;37;12;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;26;35;31;23;25;35;30.36646;69;145;205;9;10;3;1;0;17.55769;9;40;16.73077;0;1;0;0;0;0;1;0;0
277;0;1;0;0;1;42;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;56;42;47;47;52;59;45.08792;70;135;178;16;13;2;1;;21.42308;10;35;14.01923;0;0;1;0;1;1;0;0;0
5167;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;50;48;50;39;41;50.54031;70;170;195;11;8;3;0;0;23.17308;20.май;48;15.01923;0;0;1;0;1;0;0;1;0
2578;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;36;43;38;33;29;38.27243;69;167;183;12;12;10;0;0;20.92308;сен.97;40;3.942308;1;0;1;0;1;0;1;0;0
2998;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;56;50;59;53;41;44;54.35698;70;175;222;11;9;4;1;0;22.40385;12.мар;50;4.673077;0;0;1;0;1;0;0;0;1
3055;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;40;40;42;29;41;41;37.72719;75;165;175;12;8;2;0;0;15.57692;12.май;50;14.07692;0;0;1;0;0;1;0;0;0
5211;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;38;41;35;30;39;37.99981;74;170;210;12;7;3;1;0;15.94231;15;40;7.076923;0;0;1;0;1;0;0;1;0
5344;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;56;49;54;50;47;35;51.63079;74;240;271;12;16;1;1;;15.25;13.71;54;7.211538;0;0;1;0;1;0;1;0;0
1975;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;47;56;62;53;46;54.35698;64;140;155;12;12;4;0;0;13.80769;14.42;40;13.11539;0;0;1;0;0;0;1;0;0
3494;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;57;55;53;49;42;57.08318;69;215;230;12;12;3;1;0;17.90385;30;48;22.73077;1;0;1;0;1;0;1;0;0
4698;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;54;61;56;44;60;42;57.08318;71;195;190;14;12;1;1;0;15.09615;авг.75;16;8.153846;0;0;1;0;1;1;0;0;0
2419;0;1;0;0;1;39;10;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;40;45;30;38;37;44;39.63553;73;148;185;13;8;2;1;0;20.84615;20.89;47;10.73077;0;0;1;0;1;0;0;0;1
3616;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;64;59;61;59;58;52;61.44509;72;150;150;12;9;3;0;0;18.42308;19.45;40;8.403846;0;0;1;0;0;0;1;0;0
417;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;60;47;61;53;41;44;53.26651;72;170;210;12;16;1;1;0;21.84615;19.23;40;7.346154;1;1;0;0;1;1;0;0;0
269;0;1;0;0;1;43;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;62;61;57;59;48;50;61.44509;69;135;170;12;18;0;1;0;21.46154;86.53;50;6.769231;0;0;1;0;1;1;0;0;0
12044;0;1;0;0;1;40;18;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;46;40;51;56;47;45;47.5415;68;210;225;12;12;1;1;0;14.25;11.ноя;45;1.076923;0;0;1;0;1;0;0;0;1
3932;0;1;1;0;0;40;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;38;40;43;47;43;43;42.90696;64;155;220;11;11;3;1;0;20.73077;23.июл;40;12.30769;1;1;0;0;1;0;0;0;1
1837;0;1;0;1;0;45;13;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;44;45;38;44;49;51;43.4522;66;155;170;2;0;6;1;1;15.61539;дек.98;40;8.115385;1;0;1;0;0;0;0;1;0
1107;0;1;0;0;1;45;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;60;51;54;56;56;31;54.35698;71;195;210;12;16;0;1;0;23.26923;27.77;45;2;0;0;1;0;0;0;0;0;1
5017;0;1;0;0;1;42;14;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;64;65;61;50;61;72;62.26295;71;170;170;16;17;0;1;0;22.86539;38.04;46;20.73077;0;0;1;0;1;0;0;0;1
3751;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;40;51;59;43;45;48.35935;74;195;240;12;12;3;1;1;20.92308;18.37;45;5.480769;0;0;1;0;2;0;1;0;0
5651;0;1;0;0;1;44;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;66;66;56;59;62;70;63.89867;75;230;235;16;17;2;1;0;19.98077;16.66;45;3.692308;0;1;0;0;1;0;0;0;1
4707;0;1;0;0;1;37;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;64;53;52;44;44;45;51.63079;72;150;190;12;14;2;1;0;20.75;43.75;40;19.03846;1;0;1;0;1;0;1;0;0
847;0;1;1;0;0;43;16;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;50;46;47;50;51;44;48.08673;68;155;175;11;11;8;1;0;22.44231;35.71;35;7.057693;1;1;0;0;1;1;0;0;0
2191;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;54;51;47;42;42;52.72127;76;295;400;10;11;1;0;0;22.63461;ноя.32;45;2.134615;0;0;1;0;1;0;0;0;1
2703;0;1;0;1;0;42;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;52;50;51;50;55;49;51.35817;67;155;175;5;6;8;1;1;20.78846;40.86;40;0.9423077;0;0;1;0;1;0;0;0;1
3777;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;56;54;56;53;54;51;55.72008;67;170;180;11;12;3;0;0;23.42308;21.63;40;7.192307;1;0;1;0;1;0;1;0;0
5187;0;1;0;0;1;41;13;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;54;53;56;50;60;46;54.35698;71;140;140;14;14;1;1;0;21.46154;12;50;6.480769;0;0;1;0;1;0;0;1;0
4278;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;62;57;57;50;55;63;56.81056;72;225;260;12;12;6;1;0;23.30769;19.46;40;14.76923;0;0;1;0;1;0;0;0;1
659;0;1;0;0;1;43;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;40;59;41;47;55;51;52.72127;74;165;210;12;16;5;1;0;17.90385;21;40;4.961538;1;0;1;0;1;0;1;0;0
4829;0;1;0;0;1;39;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;60;62;57;59;53;49;61.99033;71;170;175;13;18;4;1;0;14.32692;30.76;60;14.26923;0;0;1;0;2;0;1;0;0
3591;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;50;61;52;59;58;49;60.082;70;163;185;12;12;6;0;0;22.98077;26.82;38;21.03846;1;0;1;0;1;0;1;0;0
1471;0;1;0;0;1;44;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;44;47;42;35;43;47;43.17958;66;160;200;10;6;4;0;0;19.05769;25;40;0.1346154;0;0;1;0;0;0;0;0;1
4770;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;44;57;43;47;49;51;52.17603;73;145;190;12;10;3;1;0;19.21154;13.95;40;13.63461;1;0;1;0;1;0;1;0;0
2475;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;62;54;52;56;62;54;55.44746;68;150;185;10;12;5;1;0;19.30769;17.авг;40;13.34615;0;0;1;0;0;0;1;0;0
2010;0;1;0;0;1;44;19;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;62;54;60;59;60;57;58.44628;74;170;180;16;18;1;0;0;17.96154;47;45;3.326923;0;0;1;0;1;0;0;1;0
4879;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;58;53;59;59;53;39;57.62842;74;170;175;11;14;0;1;1;20.51923;окт.37;40;8.365385;0;0;1;0;1;0;1;0;0
4064;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;60;64;61;56;42;45;63.35343;73;200;250;12;12;1;1;0;18.69231;18.85;40;15.13461;1;0;1;0;1;0;0;0;1
874;0;1;0;0;1;38;18;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;56;62;59;62;52;55;63.35343;68;150;180;16;17;4;1;0;14.21154;23.июл;60;13.73077;1;1;0;0;1;0;1;0;0
3493;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;62;58;56;53;47;51;57.90104;70;200;300;10;10;3;1;0;20.38461;14;40;3.942308;0;0;1;0;1;0;0;0;1
1851;0;1;0;1;0;43;14;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;48;54;51;50;48;50;53.53913;68;147;170;8;4;3;1;0;12.65385;24.мар;20;3.230769;0;0;1;0;1;0;0;1;0
2845;0;1;0;0;1;39;20;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;66;66;61;59;62;45;65.26176;69;155;150;17;20;3;1;0;10.94231;25.98;37;5.269231;1;1;0;0;1;0;0;0;1
4468;0;1;0;0;1;43;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;66;55;59;53;51;52;57.08318;72;200;250;12;16;2;1;0;18.25;29.май;40;6.134615;1;0;1;0;1;0;0;1;0
4799;0;1;0;0;1;40;18;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;68;66;60;59;44;45;64.98915;69;225;230;12;8;2;1;0;авг.75;15.май;40;4.711538;1;1;0;0;1;0;1;0;0
3172;0;1;0;0;1;43;20;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;66;66;60;62;62;63;65.80701;68;137;145;16;20;2;1;;15.92308;мар.36;60;11.09615;1;0;1;0;1;0;1;0;0
4068;0;1;0;0;1;39;8;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;36;38;34;35;28;30;36.09147;69;160;175;10;12;7;1;1;14.78846;12;45;1.692308;0;0;1;0;0;0;0;0;1
5307;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;44;38;48;47;40;39;43.17958;73;190;210;10;6;6;0;1;21.42308;дек.19;40;18.59615;0;0;1;0;0;0;1;0;0
4335;0;1;0;0;1;42;11;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;50;39;48;32;31;35;39.63553;72;168;205;11;11;2;1;0;22.71154;14.67;40;2.288461;0;1;0;0;1;0;0;1;0
5029;0;1;0;0;1;40;16;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;68;66;61;62;62;68;66.07963;72;170;165;14;16;1;1;0;17.57692;52.85;55;9.538462;0;0;1;0;1;0;0;0;1
4412;0;1;0;1;0;39;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;46;40;37;38;35;43;38.81767;69;178;235;12;8;5;1;0;16.май;13.апр;40;14.25;0;0;1;0;1;0;0;1;0
653;0;1;0;0;1;42;18;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;66;66;59;59;57;56;64.71653;69;155;155;16;13;0;0;0;17.92308;29.янв;51;7.538462;0;1;0;0;1;0;1;0;0
825;0;1;0;0;1;44;17;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;64;59;61;59;62;53;61.44509;70;175;180;16;16;2;1;0;18.96154;29.май;45;17.92308;0;0;1;0;1;0;0;1;0
3829;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;47;60;53;44;50;52.99389;69;235;310;9;10;0;1;0;23.28846;37.78;57;14.88461;0;0;1;0;0;0;0;0;1
3390;0;1;1;0;0;42;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;64;66;57;53;62;65;62.53557;69;185;240;17;17;2;1;0;16.38461;30.55;45;2.692308;0;0;1;0;1;0;1;0;0
5604;0;1;0;0;1;42;9;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;22;35;24;29;27;25;30.09384;65;200;196;9;10;3;1;0;20.86539;дек.75;50;янв.75;1;1;0;0;0;0;0;0;1
5207;0;1;0;0;1;43;14;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;52;59;54;56;46;32;58.7189;75;295;245;9;12;3;1;0;3.711539;05.май;58;0.5961539;0;0;1;0;1;0;0;1;0
5235;0;1;0;0;1;38;14;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;44;46;39;23;40;41;38.54505;72;185;250;10;12;3;1;0;17.63461;25.58;40;4.980769;1;1;0;0;1;0;0;1;0
1188;0;1;0;0;1;39;15;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;58;62;52;56;56;47;59.80938;69;180;190;12;12;2;1;0;18.03846;16.53;50;13.55769;0;0;1;0;0;0;0;0;1
392;0;1;0;0;1;42;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;64;65;59;62;52;56;64.98915;70;215;230;11;12;3;1;0;22.май;19.23;40;24.82692;0;0;1;0;1;1;0;0;0
1788;0;1;0;0;1;37;12;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;48;58;51;53;53;53;56.53794;70;135;150;12;12;2;1;0;16.28846;20.фев;38;5.326923;0;0;1;0;1;0;0;1;0
1085;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;60;47;60;56;46;48;53.81174;72;175;213;8;12;1;0;0;18.55769;14;50;3.346154;0;0;1;0;0;0;0;0;1
1527;0;1;1;0;0;45;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;28;35;28;29;39;31;31.18432;68;143;165;11;10;6;0;0;21.36539;12;40;16.61539;1;1;0;0;1;0;0;0;1
2330;0;1;0;0;1;40;14;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;58;50;56;59;40;45;55.17484;74;150;185;12;12;1;1;0;19.92308;22.29;44;17.46154;0;1;0;0;1;0;0;0;1
1612;0;1;0;0;1;40;15;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;58;49;57;56;55;55;54.08437;71;210;246;12;12;3;1;0;10.78846;8;40;0.0576923;0;0;1;0;1;0;0;1;0
146;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;62;65;57;53;46;46;61.99033;68;165;175;12;12;3;1;0;13.88461;18.авг;45;3.019231;0;0;1;0;1;0;0;0;1
4552;0;1;0;0;1;38;15;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;60;53;50;59;61;39;55.17484;72;158;190;12;12;1;1;0;ноя.75;18.сен;51;2.711539;0;0;1;0;0;0;0;1;0
2291;0;1;0;0;1;37;16;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;64;66;56;59;62;57;63.89867;74;180;205;17;16;1;1;0;16.07692;29.45;47;7.307693;0;0;1;0;0;0;0;0;1
3059;0;1;0;0;1;45;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;54;36;44;50;46;47;41.81648;71;190;210;12;12;5;0;0;23.03846;21.39;40;7.596154;1;0;1;0;0;1;0;0;0
2122;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;43;33;32;20;29;37.72719;71;204;207;10;10;2;0;0;15.32692;09.авг;50;12.76923;0;0;1;0;0;0;0;0;1
3431;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;68;66;61;59;49;54;65.26176;70;160;185;16;16;6;1;0;16.09615;47;45;13.94231;0;0;1;0;1;0;1;0;0
5586;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;43;48;41;56;55;44.27006;68;146;172;12;9;1;1;0;21.90385;15.55;45;3.442308;0;0;1;0;0;0;0;0;1
4159;0;1;0;0;1;41;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;36;54;41;43;41;42.0891;71;200;218;14;14;1;1;0;23.25;14.авг;50;2.826923;0;0;1;0;1;0;0;0;1
1859;0;1;0;0;1;44;12;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;50;55;47;53;53;53;53.81174;72;195;200;12;12;5;0;0;20.23077;16.61;40;11.59615;1;0;1;0;0;1;0;0;0
3706;0;1;0;0;1;45;13;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;54;53;56;50;50;40;54.35698;72;170;235;12;12;4;1;0;23;20.19;50;1.769231;0;0;1;0;1;0;0;1;0
3690;0;1;0;0;1;40;18;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;66;65;59;59;52;48;64.17129;66;165;210;20;20;1;1;1;14.05769;52.88;40;14.05769;1;1;0;0;1;0;0;0;1
393;0;1;0;0;1;39;13;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;58;62;56;44;51;50;57.62842;72;190;225;11;12;3;1;0;18.38461;25;50;3.288461;0;0;1;0;1;1;0;0;0
1887;0;1;0;0;1;41;12;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;42;35;31;29;32;35;32.00218;67;158;160;8;9;3;1;1;21.53846;июл.54;36;0.8653846;0;0;1;0;1;1;0;0;0
2086;0;1;0;0;1;43;12;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;46;50;47;53;43;44;51.08555;71;158;160;12;12;6;1;0;23.07692;ноя.78;44;4.788462;0;0;1;0;1;0;1;0;0
1677;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;54;51;59;51;46;55.9927;67;135;165;13;13;5;1;;18.53846;25.май;40;16.63461;1;0;1;0;1;0;0;1;0
3310;0;1;1;0;0;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;38;40;35;50;37;42;41.54387;72;160;220;12;12;0;0;0;18.65385;13.94;40;2.615385;0;0;1;0;1;1;0;0;0
11809;0;1;0;0;1;38;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;50;58;54;44;59;48;54.90222;74;175;242;12;12;1;1;0;15.15385;21.87;40;2.134615;0;0;1;0;1;0;0;0;1
3588;0;1;0;0;1;40;18;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;66;35;60;56;55;54;47.26888;71;160;185;12;16;2;1;0;14.42308;27.24;40;1.519231;0;0;1;0;1;0;0;1;0
5222;0;1;0;1;0;39;16;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;50;50;53;52;31;51.90341;70;190;220;11;3;4;0;0;15.28846;14.24;54;0.7692308;0;0;1;0;0;0;0;0;1
1916;0;1;0;0;1;39;19;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;54;57;44;52;56;53.53913;72;150;175;16;16;2;1;0;12.40385;33.92;40;ноя.25;1;1;0;0;1;0;0;1;0
2033;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;52;59;50;56;62;62;57.62842;72;165;210;12;12;1;0;0;20.42308;55;50;14.53846;0;0;1;0;1;0;0;0;1
11889;0;1;0;0;1;38;17;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;48;54;55;50;48;54;54.6296;72;145;175;15;14;2;1;0;16.05769;16.25;42;4.692307;0;0;1;0;0;0;1;0;0
3581;0;1;0;0;1;44;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;60;49;59;56;60;56;54.6296;75;185;190;12;12;3;1;1;20.86539;37.5;50;9.134615;0;0;1;0;1;0;0;0;1
198;0;1;0;0;1;39;18;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;58;57;51;44;62;57;53.53913;70;155;185;16;17;1;1;0;16.32692;34.02;52;19.78846;0;0;1;0;1;0;0;1;0
4907;0;1;0;0;1;42;20;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;68;61;60;56;61;57;61.44509;72;185;210;12;14;1;1;0;1.307692;127.9;10;1.307692;0;0;0;0;1;0;0;0;1
562;0;1;0;0;1;40;20;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;48;54;54;53;56;47;55.17484;69;163;168;12;13;1;1;0;14.92308;17.34;54;4.923077;0;1;0;0;1;0;1;0;0
3479;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;46;49;46;35;47;44;45.36054;72;180;195;12;12;2;1;0;19.96154;25.май;45;6.980769;1;0;1;0;0;0;1;0;0
5263;0;1;0;0;1;45;14;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;52;55;55;59;52;44;57.62842;70;165;197;12;11;2;0;0;23.03846;окт.68;45;2.153846;0;0;1;0;1;0;0;1;0
5291;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;40;43;37;29;41;28;37.99981;67;180;210;12;14;3;1;1;19.90385;16.16;40;18.92308;1;0;1;0;0;0;1;0;0
4129;0;1;0;0;1;39;14;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;50;57;51;50;50;54;55.17484;67;143;175;6;6;4;1;0;15.55769;14.21;40;3.461539;0;0;1;0;0;0;0;0;1
12106;0;1;0;0;1;38;18;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;58;51;54;56;54;57;54.35698;71;160;180;13;16;3;1;0;9.673077;31.25;40;4.826923;0;0;1;0;1;0;0;1;0
11972;0;1;0;1;0;40;20;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;36;45;50;47;51;47;47.5415;67;135;160;12;15;2;1;0;13.44231;40;50;5.461538;0;1;0;0;1;0;0;0;1
4765;0;1;0;0;1;38;12;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;58;55;52;53;41;41;55.17484;73;180;198;12;12;3;1;0;13.42308;19.апр;53;3.846154;0;0;1;0;1;0;1;0;0
445;0;1;0;0;1;37;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;60;53;57;59;54;56;57.08318;74;185;257;14;16;1;1;0;13.34615;20.97;55;1.692308;0;0;1;0;0;1;0;0;0
1591;0;1;0;0;1;39;12;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;48;47;47;44;44;52;46.99625;69;180;200;11;11;3;0;0;17.53846;июл.54;40;2.538461;0;0;1;0;0;0;0;1;0
3141;0;1;0;0;1;40;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;62;65;61;59;62;61;64.71653;74;200;225;12;14;2;1;0;14.30769;33.65;40;2.230769;0;0;1;0;1;1;0;0;0
4348;0;1;0;0;1;38;14;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;58;57;50;47;44;44;54.08437;71;140;170;13;12;1;1;0;14.05769;22;40;0.0192308;0;0;1;0;0;0;0;1;0
12068;0;1;0;1;0;39;16;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;64;55;60;59;48;45;58.99152;68;185;230;20;20;2;1;0;17.69231;18.июн;40;16.03846;1;1;0;0;1;0;0;1;0
2767;0;1;0;0;1;38;14;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;46;32;33;44;37;41;35.001;63;110;140;9;10;2;0;1;15.23077;15.38;40;11.09615;0;1;0;0;0;0;0;0;1
2005;0;1;0;0;1;38;16;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;64;58;59;53;59;35;58.7189;71;180;200;12;16;2;1;0;12.92308;26.51;50;4.269231;0;0;1;0;1;0;1;0;0
5377;0;1;0;0;1;41;14;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;56;62;60;62;57;50;63.62605;71;177;240;12;12;4;1;0;20.36539;16.88;41;11.86539;0;0;1;0;0;0;1;0;0
